cp_lh_0,cp_lh_1,cp_tau_0,cp_n,average_strain,valid_average_stress,valid_g207_phi_1,valid_g207_Phi,valid_g207_phi_2,valid_g79_phi_1,valid_g79_Phi,valid_g79_phi_2,valid_g164_phi_1,valid_g164_Phi,valid_g164_phi_2,valid_g167_phi_1,valid_g167_Phi,valid_g167_phi_2,valid_g309_phi_1,valid_g309_Phi,valid_g309_phi_2,prd_average_stress,prd_g207_phi_1,prd_g207_Phi,prd_g207_phi_2,prd_g79_phi_1,prd_g79_Phi,prd_g79_phi_2,prd_g164_phi_1,prd_g164_Phi,prd_g164_phi_2,prd_g167_phi_1,prd_g167_Phi,prd_g167_phi_2,prd_g309_phi_1,prd_g309_Phi,prd_g309_phi_2
122.89999999999995,218.4599999999999,148.73999999999992,8.246899999999998,0.009058499999999999,393.5399999999998,1.9784999999999997,1.8991999999999998,3.819599999999999,0.88967,2.1157,3.0575999999999994,0.32521000000000005,2.2969999999999997,3.4113,1.2638,2.5061,2.9754,2.0589,2.2895999999999996,4.0719,394.32907911291375,1.9784301327446918,1.899166690827805,3.8195843074828977,0.8897409514404985,2.1156678924334016,3.0576467523787927,0.3252129247936109,2.2971240110782483,3.4112094097317973,1.2637033685838754,2.5060946186960384,2.9754808061093203,2.0587781002453927,2.289755054779724,4.071832422623755
296.85999999999973,252.2199999999997,142.75,6.066099999999998,0.07906600000000003,632.3000000000001,1.9793999999999998,1.8922,3.813299999999999,0.89785,2.1265,3.0538999999999996,0.31882000000000005,2.302,3.4088999999999996,1.257,2.5087999999999995,2.9758999999999998,2.0060999999999996,2.3186999999999998,4.0607999999999995,633.1085158054242,1.9792706198629766,1.8922652854915243,3.8132940850927115,0.8978842735488577,2.126504078532112,3.0538540398728626,0.3188568183042685,2.301949550054118,3.408734156379205,1.2569155799073701,2.5087981225659193,2.9758027094230397,2.005925842642583,2.318763646980087,4.060777057924087
307.7799999999999,39.16499999999998,2.1449,9.7371,0.063781,201.10999999999987,2.0168,1.8523999999999998,3.7859,0.86776,2.1622999999999997,3.0307999999999997,0.28841000000000006,2.342,3.4148999999999994,1.2113,2.5171,3.0015999999999994,2.0705999999999998,2.2839,4.059499999999999,200.77202250570735,2.0168994417266393,1.8525093660296854,3.7859550841716274,0.8677192230099562,2.1621586450657113,3.030951594779746,0.28862331935998414,2.3420870914022696,3.414969785087185,1.2116355766005042,2.5172163194836177,3.001714625340754,2.070537092484151,2.283807128976527,4.059410860096313
337.97999999999973,262.9799999999999,29.20399999999999,10.973000000000003,0.095675,403.47999999999985,2.0184,1.8446,3.7737,0.87804,2.1661,3.0275999999999996,0.27712000000000003,2.3476999999999997,3.4196,1.2138,2.5240999999999993,2.995,2.0378999999999996,2.3039,4.072399999999999,403.4801196523852,2.018293718536252,1.8445047352387514,3.7735589942918604,0.8780898711436814,2.166162030843496,3.027519892148734,0.27689388812562343,2.347985449866971,3.419657480673706,1.2139585969791633,2.5240254543402965,2.994893312447937,2.038074932718982,2.3038289783735197,4.072386136215803
69.461,168.64999999999995,38.89199999999999,9.418699999999998,0.017962,211.75999999999982,1.9895999999999998,1.8844,3.806199999999999,0.87543,2.1316,3.0487,0.3058100000000001,2.3086,3.4167,1.25,2.5112,2.9792,2.0625999999999998,2.2871999999999995,4.0701,211.62709705770794,1.9897580942731623,1.8840804126764978,3.8059729763507235,0.875457565305855,2.131700092623158,3.0486393095899107,0.3055284790222662,2.3088107470899737,3.4166524343791806,1.249760261525362,2.5113396818147824,2.979288486932186,2.0628022846242335,2.2872179902029144,4.070034406594662
296.85999999999973,252.2199999999997,142.75,6.066099999999998,0.076025,625.6399999999999,1.9793,1.8927999999999998,3.8137999999999996,0.89763,2.1256999999999997,3.0543,0.31935,2.3015999999999996,3.4088999999999996,1.2574,2.5086999999999997,2.9756999999999993,2.0087,2.3174,4.0613,626.4324181967916,1.9791273127778612,1.8929047083978612,3.813908468541275,0.8976761975607181,2.1256785058834176,3.054338345248365,0.31945346293387356,2.3015085494688825,3.408803565971505,1.257444424298355,2.5086097102271814,2.9755989913622636,2.008429552181608,2.317497252924232,4.061206123832176
337.97999999999973,262.9799999999999,29.20399999999999,10.973000000000003,0.009258800000000005,180.27999999999986,1.9832999999999998,1.8914,3.8131999999999993,0.88314,2.1245,3.053,0.31734,2.3027,3.414799999999999,1.2551,2.5086999999999997,2.9769999999999994,2.0629,2.2868,4.070599999999998,179.01415448537705,1.9834988409388399,1.8916229537672211,3.8134108499618042,0.8832994049016798,2.1242567118899585,3.0530569068659963,0.31738169373742214,2.3025674241139416,3.4146670037080487,1.2552672703417267,2.508729951753615,2.9767363010226213,2.062717520308631,2.2869398272373886,4.070735534394931
56.91399999999998,85.38299999999994,197.8699999999996,13.978999999999997,0.035398000000000006,537.8499999999997,1.9788999999999999,1.8995,3.8198999999999996,0.89101,2.1149999999999998,3.0583,0.32591000000000003,2.2972,3.4114,1.2647,2.5062999999999995,2.9758,2.0534,2.2937999999999996,4.0692,538.8137783348049,1.9788718331323985,1.8994234177200593,3.819990003711146,0.8910575062465608,2.114921723539642,3.058292474398245,0.3259420498515816,2.2972754925936973,3.4114702914230537,1.2647052379658803,2.5063459347973365,2.975814545985352,2.053311836630564,2.293661427362049,4.069237182904329
41.000999999999976,338.6499999999999,103.33999999999992,2.9949,0.034240000000000013,402.81999999999977,1.9804999999999997,1.8946999999999998,3.8141,0.89035,2.1258,3.0538999999999996,0.31995,2.3022,3.4102,1.2632,2.5078,2.9827999999999997,2.0431,2.2960999999999996,4.067399999999999,404.893965820754,1.9802531545407316,1.8945214753990862,3.814023546253669,0.8904342306476302,2.125870602827537,3.053810537243714,0.3200081771469347,2.302139141076301,3.4101494654873794,1.263064705360158,2.5078369811209793,2.982641887744595,2.042538691899509,2.2964393603092117,4.0673459820510285
322.2299999999997,382.4599999999995,132.67000000000002,15.925999999999997,0.06636400000000003,618.5099999999998,1.9797,1.8961,3.8166999999999995,0.89867,2.1202999999999994,3.0567,0.32231000000000004,2.2979999999999996,3.409699999999999,1.26,2.5072,2.9729,2.0181,2.3124,4.0614,616.6363333557331,1.9796915573251368,1.8962911299349576,3.8168298173539195,0.8985307622975269,2.1202268833782743,3.056826479975682,0.3225283638606662,2.298080356451461,3.4096805967576573,1.2600151854990442,2.5071859745385274,2.9728655853805033,2.018447015496659,2.3121297081200938,4.061437485299158
