time,strain,stress,temperature,type,strain_rate,max_strain,title,youngs,poissons
0.0,3e-05,13.59,950,fatigue,1e-05,0.01001,43-17,144000,0.3
5.22,8e-05,22.66,,,,,,,
6.31,9e-05,24.19,,,,,,,
10.89,0.00013,35.57,,,,,,,
13.95,0.00018,34.96,,,,,,,
16.31,0.0002,34.82,,,,,,,
19.75,0.00023,42.52,,,,,,,
23.88,0.00028,50.06,,,,,,,
26.31,0.00028,51.92,,,,,,,
30.02,0.00033,59.24,,,,,,,
35.3,0.00038,63.36,,,,,,,
36.31,0.00039,64.94,,,,,,,
39.67,0.00043,65.21,,,,,,,
44.91,0.00048,66.68,,,,,,,
46.31,0.00051,62.09,,,,,,,
53.6,0.00058,69.32,,,,,,,
56.31,0.00059,71.31,,,,,,,
60.18,0.00063,76.22,,,,,,,
65.03,0.00068,80.61,,,,,,,
66.31,0.00069,76.97,,,,,,,
69.69,0.00073,83.13,,,,,,,
73.53,0.00078,76.91,,,,,,,
76.31,0.0008,79.44,,,,,,,
79.59,0.00083,78.37,,,,,,,
82.91,0.00088,75.49,,,,,,,
86.31,0.0009,77.2,,,,,,,
87.79,0.00093,74.11,,,,,,,
94.38,0.00098,79.15,,,,,,,
96.31,0.00102,73.58,,,,,,,
104.73,0.00108,75.91,,,,,,,
106.31,0.00111,74.4,,,,,,,
108.99,0.00113,75.51,,,,,,,
114.4,0.00118,73.0,,,,,,,
116.31,0.00123,64.91,,,,,,,
119.86,0.00123,68.77,,,,,,,
123.97,0.00128,64.1,,,,,,,
126.31,0.00129,64.63,,,,,,,
129.33,0.00133,70.75,,,,,,,
134.16,0.00138,71.31,,,,,,,
136.31,0.00139,70.24,,,,,,,
139.37,0.00143,68.97,,,,,,,
143.78,0.00148,64.52,,,,,,,
146.31,0.00149,52.9,,,,,,,
154.3,0.00158,68.93,,,,,,,
156.31,0.0016,64.86,,,,,,,
159.92,0.00163,61.67,,,,,,,
165.17,0.00168,71.04,,,,,,,
166.31,0.0017,72.66,,,,,,,
169.93,0.00173,78.01,,,,,,,
174.07,0.00178,66.14,,,,,,,
176.31,0.0018,72.81,,,,,,,
178.25,0.00183,70.14,,,,,,,
183.59,0.00188,61.38,,,,,,,
186.31,0.0019,69.19,,,,,,,
189.92,0.00193,68.07,,,,,,,
194.51,0.00198,72.93,,,,,,,
196.31,0.00201,61.6,,,,,,,
204.61,0.00208,68.68,,,,,,,
206.31,0.0021,63.24,,,,,,,
209.5,0.00213,63.44,,,,,,,
215.61,0.00218,70.27,,,,,,,
216.31,0.0022,69.19,,,,,,,
219.66,0.00223,71.7,,,,,,,
224.2,0.00228,68.01,,,,,,,
226.31,0.0023,65.5,,,,,,,
229.34,0.00233,64.47,,,,,,,
234.32,0.00238,64.9,,,,,,,
236.31,0.0024,61.38,,,,,,,
239.62,0.00243,63.16,,,,,,,
243.13,0.00248,60.11,,,,,,,
246.31,0.0025,59.06,,,,,,,
254.51,0.00258,56.62,,,,,,,
256.31,0.0026,57.33,,,,,,,
259.53,0.00263,66.47,,,,,,,
264.72,0.00268,63.79,,,,,,,
266.31,0.0027,59.36,,,,,,,
269.33,0.00273,66.86,,,,,,,
274.47,0.00278,65.05,,,,,,,
276.31,0.00279,68.45,,,,,,,
278.79,0.00283,65.88,,,,,,,
284.44,0.00288,64.32,,,,,,,
286.31,0.00291,65.03,,,,,,,
290.17,0.00293,64.84,,,,,,,
293.32,0.00298,61.9,,,,,,,
296.31,0.003,60.13,,,,,,,
304.66,0.00308,69.44,,,,,,,
306.31,0.0031,72.24,,,,,,,
309.53,0.00313,72.12,,,,,,,
312.89,0.00318,69.24,,,,,,,
316.31,0.0032,70.1,,,,,,,
319.19,0.00323,62.39,,,,,,,
324.18,0.00328,67.79,,,,,,,
326.31,0.0033,66.06,,,,,,,
327.0,0.00333,62.22,,,,,,,
335.27,0.00338,69.97,,,,,,,
